Ruth Bader Ginsburg Asks Someone to Wake Her When Scalia Stops Talking,pos
G.O.P. Chairman Warns Against Hatred for Hillary Peaking Too Soon,pos
Kochs Defend Purchase of Scott Walker,pos
Hillary Promises to Get Everyday Americans Foreign Money,pos
Americans Favor Fifteen Dollars an Hour for Congress,pos
Hillary Clinton Officially Begins Nineteen Months of Looking Concerned,pos
New Hillary Clinton Ad Features Just Kittens,pos
Heinous Waste of Money Officially Begins,pos
Rand Paul Joins Crowded Field of People Who Will Never Be President,pos
Cruz’s Constant References to Jesus Drive Millions to Atheism,pos
Poll: Americans Starting to Worry About Climate Change Now That It Affects Their Lawns,pos
"Peace with Iran Could Limit Ability to Bomb It, Warns McCain",pos
Indiana Governor Stunned By How Many People Seem to Have Gay Friends,pos
Indiana Defines Stupidity as Religion,pos
President Signs Order Making Ted Cruz Ineligible for Obamacare,pos
Disturbed Man Tries to Get Into White House,pos
Congress’s Approval Rating No Longer Detectable by Current Technology,pos
Hillary Releases Twenty Thousand Spam E-Mails from Old Navy,pos
Kim Jong-un Feels Snubbed by Absence of Letter from Republicans,pos
Iran Offers to Mediate Talks Between Republicans and Obama,pos
Joe Biden Releases Both E-mails Written While Vice-President,pos
Boehner Invites Man Who Hated Obama in High School to Address Congress,pos
Poll: New Scandal Not Up to Clintons’ Usual Standards,pos
Boehner Calls Netanyahu Closest Ally in Fight Against Obama,pos
Americans Favor Legalizing Pot and Criminalizing Congress,pos
Republicans Unlearning Facts Learned in Third Grade to Compete in Primary,pos
Obama Says He Even Loves America’s Idiots,pos
Forgotten Man Seeks Attention,pos
Bush Says He Will Harm Nation Differently from His Brother,pos
U.S. Orders Alabama to Grow Up,pos
Republican Voters Responding to Walker’s Opposition to Knowledge,pos
Alabama Loses Yet Another Fight to Remain in Eighteenth Century,pos
Zombie Jonas Salk Rises from Grave to Hunt Idiots,pos
The Fact-Checked Adventures of Brian Williams,pos
A Letter from Joni Ernst About Measles,pos
Bush Campaign Hopes to Stoke Nostalgia for Nation’s Most Glorious Era,pos
Obama’s New Popularity Could Force Congressional Democrats to Admit to Knowing Him,pos
Romney Incredibly Relieved That He Can Keep All His Houses,pos
Obama Signs Executive Order Closing Congress,pos
Republican Candidates Descend on Iowa,pos
Six Weeks’ Paid Leave Opposed By People With Thirty-Three Weeks’ Paid Leave,pos
Joni Ernst Says She Used To Wear Bucket on Head for No Apparent Reason,pos
Poll: Majority of Americans Now Believe That They Could Be Senators,pos
Obama to Address Extremist Group,pos
Richest One Per Cent Disappointed to Possess Only Half of World’s Wealth,pos
"Citing Security Concerns, Boehner to Do All Drinking at Work",pos
Poll: Most Americans Now Consider Romney a Stalker,pos
Republicans Expose Obama’s College Plan as Plot to Make People Smarter,pos
Day-Old Congress Most Hated Ever,pos
Unskilled Workers Report for New Jobs,pos
Jeb Bush Resigns as George W. Bush’s Brother,pos
House Majority Whip Calls for Clearer Labelling of White Supremacists,pos
Rubio Vows to Block Twenty-first Century,pos
Warren’s Display of Backbone Threatens Career as Democrat,pos
Cheney to Lead Torture-Pride March,pos
Citigroup to Move Headquarters to U.S. Capitol Building,pos
Cruz: Stop Blaming Bush for Things He Did,pos
Cheney Calls for International Ban on Torture Reports,pos
Fox: Obama Seeks Advice on Establishing Monarchy,pos
Republicans Question Obama’s Motives for Fixing Economy,pos
New Proposal Would Provide Grand Juries with Eyes,pos
Obama Signs Order Converting Little-Used Government Building into Housing for Amnestied Immigrants,pos
G.O.P Aide Regrets that Attack on Obama Daughters Overshadowed Insults About Their Parents,pos
Republicans Accuse Obama of Treating Immigrants Like Humans,pos
G.O.P. Unveils Immigration Plan: “We Must Make America Somewhere No One Wants to Live”,pos
Republicans Demand Return of Passive Obama,pos
McConnell’s Election as Majority Leader Announced With Puff of Toxic Black Coal Smoke,pos
Nation of Three Hundred Million Understands President Can Only Come From Two Families,pos
"Country on Wrong Track, Say People Who Did Not Vote",pos
San Diego Hosts Convention of People Who Shot Bin Laden,pos
Obama Orders Two-Year Supply of Crossword Puzzles,pos
Obama Urged to Work Closely with People Suing Him,pos
Fox News Ends Ebola Coverage: “Our Work Is Done”,pos
"In Final Indignity, Fence Jumpers Abandon White House",pos
Exit Polls Indicate Nation Suffering from Severe Memory Loss,pos
Congressional Seats Sell for Record Four Billion Dollars,pos
McConnell Campaign Rocked by Photo Showing Him with Science Book,pos
Kochs Approve Plan to Fire Cash from Cannon at Voters,pos
Obama Urged to Apologize for Anti-Fear Remark,pos
Midterms Prediction: Billionaires to Retain Control of Government,pos
Christie Sworn in as Doctor,pos
Study: Fear of Ebola Highest Among People Who Did Not Pay Attention During Math and Science Classes,pos
Poll: Majority of Americans Favor Quarantining Wolf Blitzer,pos
U.N.C. Boosters Outraged That Some Athletes Took Real Classes,pos
New Texas Law Would Require Candidates for Governor to Show Proof of I.Q.,pos
Some Fear Ebola Outbreak Could Make Nation Turn to Science,pos
CNN Defends New Slogan,pos
North Korean Government Reassures Citizens It Has Deep Bench of Brutal Madmen,pos
Man Infected with Ebola Misinformation Through Casual Contact With Cable News,pos
G.O.P. Leader: Five Million Forced Back to Work Under Obama,pos
"Citing Security Concerns, Iraq’s Prime Minister Cancels Visit to White House",pos
Obama to Move to Doorman Building,pos
Republicans Air Early Attack Ad on Newborn Clinton,pos
Colorado School Board Votes to Ban Students,pos
Cheney: “No Fair” That Obama Gets to Bomb Syria,pos
Americans Who Have Not Read a Single Article About Syria Strongly Support Bombing It,pos
Largest Climate-Change March in History Unlikely to Convince Idiots,pos
Queen Accepts Scotland’s Apology,pos
Queen Rips “Scottish Bastards” in Angry Televised Address,pos
Female G.O.P. Senators Propose Earning Seventy-one Per Cent As Much As Male Colleagues,pos
Kerry Claims U.S. Has Found a Moderate Syrian Rebel,pos
Integrity Disqualifies Sanders for White House,pos
Obama Unable to Sleep After Learning Limbaugh Liked His Speech,pos
White House Vows to Use Every Synonym for War Against ISIS,pos
Cheney Says Iraq Would Be Stable If He Were Still President,pos
CNN Begins Coverage of Royal Pregnancy,pos
McCain Rips Obama’s Failure to Bomb Stonehenge,pos
Growing Pressure on Obama to Do Something Stupid,pos
Used Tool Purchased for $1.8 Million,pos
Furious Obama Says Calls to Putin Going Straight to Voice Mail,pos
Nation Debates Extremely Complex Issue of Children Firing Military Weapons,pos
Critics Blast Obama’s Three Meals a Day,pos
Fighting Words from Rick Perry,pos
Widespread Support for Sending Politicians to Prison for Ninety-Nine Years,pos
"Furious at Being Called Crazies, Republicans Sue President",pos
Putin Holds Emergency Meeting of Imaginary Friends,pos
Millions Pay for Rare Opportunity to Hear Sarah Palin Speak,pos
Congress Blocks Obama’s Attempt to Order New Office Supplies,pos
Rick Perry Orders Dallas Cowboys to Mexican Border,pos
Royal Baby’s First Year Widely Considered Disappointing,pos
Perry Boosts Presidential Stature by Using Troops for No Reason,pos
Nation Apparently Believed in Science at Some Point,pos
Boehner Drops Obama Lawsuit; Says It Would Mean Doing Something,pos
Christie: I Would Bring Traffic Over the Border to a Standstill,pos
Fleeing Iraqis Relieved That Cheney Has No Regrets About War,pos
How to Look Smarter,pos
Church Founded in Sixth Century Has More Modern Views on Women Than Scalia,pos
Sight of Rick Perry at Border Convinces Immigrants That Anyone Can Succeed in America,pos
LeBron Erases Memory of 2010 P.R. Disaster with Even More Gigantic P.R. Disaster,pos
Americans Unhappy to Be Reminded That Sarah Palin Exists,pos
LeBron Congratulates People of Cleveland on Having Him Back,pos
LeBron to Announce Decision at United Nations,pos
People Who Call Obama Worst President Since Second World War Also Blame Him for Starting It,pos
Obama Signs Passive-Aggressive Executive Order,pos
Supreme Court Majority Calls Case a Dispute Between Women and People,pos
Abuse of Power by Gigantic Corporation Comes as Total Surprise,pos
"Plan to Replace American Football With Soccer “On Track,” Says Europe",pos
Moderate Syrian Rebel Application Form,pos
Boehner Calls Obama’s Practice of Accomplishing Things Unconstitutional,pos
Iraq to Have Unity Government Before U.S.,pos
Bush Creates Painting of What He Imagines Iraq is Like Today,pos
"In Rare Consensus, Sunnis and Shiites Tell Cheney to Shut Up",pos
Pressure on Obama to Quickly Resolve Centuries-Old Sunni-Shiite Conflict,pos
Dick Cheney: “My Thoughts and Prayers Are with the Iraqi Oil Wells”,pos
McCain Calls for Emergency Blame Game on Iraq,pos
Boehner Announces Ambitious Plan to Avoid Eye Contact with Cantor,pos
"Morning After Tea Party Win, House G.O.P. Proposes End to Social Security, Return to Child Labor, Gun Rights for Pets",pos
Virginians Choose Even Bigger Tool,pos
Hillary Considers Dropping 2016 Bid After Reading One-Star Reviews on Amazon,pos
Rand Paul Calls Hillary’s Book Not Worth Plagiarizing,pos
Scientists Consider New Names for Climate Change,pos
Obama Defends Controversial Policy of Not Invading Countries for No Reason,pos
Philip Roth Says He Has Had His Last Sandwich,pos
G.O.P.: Evil Mastermind Behind Benghazi Is Frail Old Woman With Brain Damage,pos
Conservatives Praise Antarctic Ice Sheet Melt as Beautiful Expression of Free Market,pos
"Time for National Conversation About Post-Gala Violence, Experts Say",pos
G.O.P. Rivals Question Rubio’s Ignorance Credentials,pos
Poll: Millions of Americans Who Need Jobs Want Congress to Get to Bottom of This Benghazi Thing First,pos
"In Landmark Decision, Supreme Court Strikes Down Main Reason Country Was Started",pos
Millionaires Unite to Defeat Minimum Wage,pos
Sterling Says He Will Miss Being Around People He Hates,pos
