"Rubio defends repeated Obama criticism in debate, vows to 'keep saying it'",neg
Frontrunners under fire at final GOP debate before NH,neg
Historical importance of New Hampshire primary,neg
"Obama to deliver 2017 budget to Congress, GOP leaders plan to draft their own",neg
Jeb Bush on fight for GOP establishment lane,neg
Will positive message deliver New Hampshire to John Kasich?,neg
Can Chris Christie bring Iowa frontrunners back to earth?,neg
Christie and Bush work to stop Rubio's momentum,neg
What issues are most important to millennial voters in 2016?,neg
Power Play PAC-ing a punch,neg
"Power Play: Trump, Cruz take transparent tack",neg
Power Play: Hillary's foreign policy problem,neg
Sen. Tim Scott makes the case for a Rubio presidency,neg
NH Union Leader: GOP debate was a huge game changer,neg
Trump: So many people are saying I won the debate,neg
Clinton downplays server investigation as 'security review',neg
Ben Carson reacts to last GOP debate before NH primary,neg
"US, South Korea to discuss deployment of missile defense system",neg
"Sanders pushes Clinton to defend Wall Street contributions, speaking fees",neg
Media's worst campaign ever?,neg
Hillary coronation canceled,neg
Winners and losers of last GOP debate before NH primary,neg
Grading the ABC debate moderators,neg
Highlights of last night's GOP debate,neg
Trump: Debate audience stacked with donors and lobbyists,neg
Which GOP candidate gained the most momentum from NH debate?,neg
"After strong debate, Christie, Bush resume attack on Rubio",neg
Former senator explains why he's supporting The Donald,neg
Think the Iowa polls were bad? Wait until New Hampshire,neg
Celebrity donors pour money into this open California congressional seat,neg
Scalise heading to Selma a year after race flap,neg
"Trump vows to take on ‘powerful’ drug companies, drive down prices",neg
Community groups push for more public input on Mayor de Blasio’s housing plan,neg
The Edge: Iowa loss turns down Trump's volume in N.H.,neg
"Coming up on Monday, February 8 edition of 'Special Report'",neg
The passing of a pop legend,neg
"Final pitches before NH by Bush, Fiorina, Carson and Gilmore",neg
Greta: Time for the NFL to tackle its concussion problem,neg
Jeb Bush on fight for GOP establishment lane,neg
Frontrunners under fire at final GOP debate before NH,neg
Historical importance of New Hampshire primary,neg
Jeb Bush on fight for GOP establishment lane,neg
Will positive message deliver New Hampshire to John Kasich?,neg
Can Chris Christie bring Iowa frontrunners back to earth?,neg
"Rubio defends repeated Obama criticism in debate, vows to 'keep saying it'",neg
"Obama to deliver 2017 budget to Congress, GOP leaders plan to draft their own",neg
"Sanders pushes Clinton to defend Wall Street contributions, speaking fees",neg
"After strong debate, Christie, Bush resume attack on Rubio",neg
"Presidential candidates make weekend blitz in NH before debate, primaries",neg
Dozens get inked with free Sanders tat,neg
"Rubio defends repeated Obama criticism in debate, vows to 'keep saying it'",neg
Frontrunners under fire at final GOP debate before NH,neg
Historical importance of New Hampshire primary,neg
"Obama to deliver 2017 budget to Congress, GOP leaders plan to draft their own",neg
Jeb Bush on fight for GOP establishment lane,neg
Will positive message deliver New Hampshire to John Kasich?,neg
Can Chris Christie bring Iowa frontrunners back to earth?,neg
Christie and Bush work to stop Rubio's momentum,neg
What issues are most important to millennial voters in 2016?,neg
Power Play PAC-ing a punch,neg
"Power Play: Trump, Cruz take transparent tack",neg
Power Play: Hillary's foreign policy problem,neg
Sen. Tim Scott makes the case for a Rubio presidency,neg
NH Union Leader: GOP debate was a huge game changer,neg
Trump: So many people are saying I won the debate,neg
Clinton downplays server investigation as 'security review',neg
Ben Carson reacts to last GOP debate before NH primary,neg
"US, South Korea to discuss deployment of missile defense system",neg
"Sanders pushes Clinton to defend Wall Street contributions, speaking fees",neg
Media's worst campaign ever?,neg
Hillary coronation canceled,neg
Winners and losers of last GOP debate before NH primary,neg
Grading the ABC debate moderators,neg
Highlights of last night's GOP debate,neg
Trump: Debate audience stacked with donors and lobbyists,neg
Which GOP candidate gained the most momentum from NH debate?,neg
"After strong debate, Christie, Bush resume attack on Rubio",neg
Former senator explains why he's supporting The Donald,neg
Think the Iowa polls were bad? Wait until New Hampshire,neg
Celebrity donors pour money into this open California congressional seat,neg
Scalise heading to Selma a year after race flap,neg
"Trump vows to take on ‘powerful’ drug companies, drive down prices",neg
Community groups push for more public input on Mayor de Blasio’s housing plan,neg
The Edge: Iowa loss turns down Trump's volume in N.H.,neg
"Coming up on Monday, February 8 edition of 'Special Report'",neg
The passing of a pop legend,neg
"Final pitches before NH by Bush, Fiorina, Carson and Gilmore",neg
Greta: Time for the NFL to tackle its concussion problem,neg
Jeb Bush on fight for GOP establishment lane,neg
Frontrunners under fire at final GOP debate before NH,neg
Historical importance of New Hampshire primary,neg
Jeb Bush on fight for GOP establishment lane,neg
Will positive message deliver New Hampshire to John Kasich?,neg
Can Chris Christie bring Iowa frontrunners back to earth?,neg
"Ahead of N.H. primary, questions for Rubio, Trump and Cruz",neg
"Clinton looks to sisterhood, but votes may go to Sanders",neg
Debate slip-up seems to halt Rubio’s momentum,neg
Why the GOP’s immigration debate is complicated in New Hampshire,neg
We asked N.H. voters: A win for your candidate or seeing the Patriots in the Super Bowl?,neg
Marco Rubio downplays Muslim discrimination. So do many Republicans.,neg
Here are 4 talking points Marco Rubio falls back on. A lot.,neg
"As the going gets tough, Christie’s campaign rhetoric gets rougher",neg
"Weary and subdued, a different Donald Trump appears in N.H.",neg
"Cruz, still pitching for libertarian votes, has a lot to say about eminent domain and sound money",neg
Clinton’s margin of victory in Iowa narrows after state Democratic party revises results,neg
"Laws written by men to protect women deserve scrutiny, Supreme Court told",neg
Would you rather play in the Super Bowl or win the New Hampshire primary?,neg
"Marco Rubio doubles down on repetition in post-debate rally, vows not to change message",neg
"At N.H. rally, Sanders says his ideas aren’t as ‘radical’ as Clinton camp suggests",neg
"In Flint, Clinton casts herself as a problem-solver — and looks past N.H.",neg
"Ahead of N.H. primary, questions for Rubio, Trump and Cruz",neg
Rubio’s N.H. supporters willing to give him a pass on bad debate,neg
Cruz: ‘Nuts’ to draft women into the military,neg
"After debate stumble, Rubio’s foes on the right see hope",neg
Christie said he was ‘justified’ in going after Rubio during GOP presidential debate,neg
Long White House tradition nears end for a family descended from a slave,neg
"Cruz apologizes to Carson for false campaign messages, tries to blame CNN",neg
"Sanders: ‘Clinton people’ are attacking his foreign policy experience, as they did with Obama",neg
"Cheney signals a land push to dig Iraqis out of Kuwait, Feb. 8, 1991",neg
The phone call that saved safe harbor,neg
Quick poll shows decline for Rubio,neg
Friends fear for U.S. businessman in Iran,neg
NARAL goes on angry Super Bowl tweetstorm,neg
Republicans gloat over Obama’s about-face on defense spending,neg
Bush campaign manager warns aides to watch for 'dirty tricks' from Rubio camp,neg
New Hampshire to dodge primary-day snowstorm,neg
Bill Clinton batters and blasts Bernie Sanders,neg
Cartoonists Take on the New Hampshire Primary,neg
ABC's Republican debate draws 13.2 million,neg
Bernie's bucks bury Clinton in New Hampshire,neg
Hillary Clinton diverts to Flint to show support,neg
Trump worries the campaign might make him miss the Super Bowl,neg
Clinton's margin of victory shrinks to 0.25 after Iowa audit,neg
Cruz: Drafting women is 'nuts',neg
Kasich wraps himself in Reagan,neg
Poll: 4-way GOP fight for second in New Hampshire,neg
Clinton piles on as Republicans rip Rubio's debate performance,neg
Sanders cites foreign policy advisers,neg
Trump stands by proposal to revive waterboarding,neg
How Donald Trump Broke the GOP’s Music Curse,neg
Bush piles on Rubio,neg
HAPPY CHINESE NEW YEAR – SUPER BOWL SUNDAY – TRUMPSPLAINING: Why he actually won Iowa – ‘MARCOBOT MALFUNCTIONS’ – WHY CRUZ WANTS a Trump win -- SUPER BOWL ADS to watch (with Taco Bell spoiler) – BERN on ‘SNL’,neg
CNN picks up Flint Democratic debate,neg
Christie: 'The whole race changed last night',neg
Christie: No reason for establishment candidates to coalesce anytime soon,neg
Clinton needles Rubio on debate performance,neg
5 takeaways from the GOP debate,neg
Rubio: I hope opponents keep running clips of me attacking Obama,neg
Trump: Crowd at GOP debate was filled with donors and lobbyists,neg
Insiders: Marco Rubio crashed and burned,neg
Portuguese town keeps red flag flying,neg
North Korea launches rocket,neg
Bush loyalists concede the end may be in sight,neg
Independent Journal Review's big debate moment,neg
"U.S. bans Cuban imports and exports, Feb. 7, 1962",neg
'Bernie Sanderswitzky' rocks Saturday Night Live,neg
GOP debate top moments,neg
'Bernie Sanderswitzky' rocks 'Saturday Night Live',neg
Why Rubio claims 'Obama knows what he's doing',neg
Ben Carson explains the botched debate intro,neg
Marco's mauling,neg
Trump: Cruz won 'because he got Ben Carson’s votes',neg
Rubio goes into repeat mode,neg
What you didn't see on TV: Behind the scenes of the Republican debate,neg
Raddatz and Muir rise above early snafu,neg
Who spoke the longest in the GOP debate?,neg
"Rubio, Bush and Christie on women in Selective Service System",neg
Ben Carson Dad jokes,neg
